customer_id,full_name,region,customer_status,health_score,health_band,churn_risk,recommended_action,priority,owner,created_at
8361-LTMKD,Customer 7042,Europe,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2660-EMUBI,Customer 1565,North America,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7480-QNVZJ,Customer 4961,North America,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7137-RYLPP,Customer 4901,North America,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6015-VVHHE,Customer 3341,North America,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6168-WFVVF,Customer 5369,North America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0257-ZESQC,Customer 519,Asia-Pacific,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4039-HEUNW,Customer 3842,Europe,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1626-ERCMM,Customer 646,Europe,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1374-DMZUI,Customer 998,Europe,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2720-WGKHP,Customer 6369,North America,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3254-YRILK,Customer 1493,North America,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5956-VKDTT,Customer 513,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1899-VXWXM,Customer 1633,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3714-JTVOV,Customer 4489,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2272-QAGFO,Customer 6709,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6394-MFYNG,Customer 6953,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0917-EZOLA,Customer 3440,South America,AT RISK,19.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6683-VLCTZ,Customer 756,South America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4803-AXVYP,Customer 3136,South America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0722-TROQR,Customer 4664,South America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4140-MUHUG,Customer 2271,Asia-Pacific,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4412-YLTKF,Customer 127,Asia-Pacific,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1732-VHUBQ,Customer 2891,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5383-MMTWC,Customer 5938,Europe,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5240-IJOQT,Customer 1506,Europe,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8062-YBDOE,Customer 5166,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7216-EWTRS,Customer 2209,North America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8849-GYOKR,Customer 3241,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6567-HOOPW,Customer 1372,South America,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5804-LEPIM,Customer 328,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2055-PDADH,Customer 4852,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5287-QWLKY,Customer 5703,Asia-Pacific,AT RISK,18.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4822-RVYBB,Customer 1027,Asia-Pacific,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7024-OHCCK,Customer 1411,Asia-Pacific,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9661-ACXBS,Customer 5995,Asia-Pacific,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2239-JALAW,Customer 811,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1989-PRJHP,Customer 1002,Europe,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0727-BMPLR,Customer 841,North America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8699-ASUFO,Customer 2169,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4587-VVTOX,Customer 3957,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6425-YQLLO,Customer 4288,South America,AT RISK,18.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8840-DQLGN,Customer 1884,South America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3005-NFMTA,Customer 6820,South America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2479-BRAMR,Customer 4472,South America,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3804-RVTGV,Customer 892,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7279-BUYWN,Customer 1771,Asia-Pacific,AT RISK,16.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0946-CLJTI,Customer 4075,Asia-Pacific,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1624-NALOJ,Customer 3563,Asia-Pacific,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5277-ZLOOR,Customer 3079,Asia-Pacific,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8166-ZZTFS,Customer 4699,Asia-Pacific,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4789-KWMXN,Customer 6187,Asia-Pacific,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0679-IDSTG,Customer 2901,North America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4021-RQSNY,Customer 2164,South America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4248-HCETZ,Customer 3099,Asia-Pacific,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0654-HMSHN,Customer 5699,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4424-TKOPW,Customer 3750,Europe,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7752-XUSCI,Customer 446,Europe,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9601-BRXPO,Customer 378,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5136-KCKGI,Customer 2394,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1304-NECVQ,Customer 3933,North America,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5519-YLDGW,Customer 3365,North America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3001-CBHLQ,Customer 2803,Asia-Pacific,AT RISK,19.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4597-NUCQV,Customer 4315,Asia-Pacific,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6284-AHOOQ,Customer 5598,Europe,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6804-GDMOI,Customer 5542,Europe,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8051-HJRLT,Customer 2134,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8644-XLFBW,Customer 3806,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4250-ZBWLV,Customer 6017,North America,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7055-VKGDA,Customer 6313,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1415-YFWLT,Customer 5784,South America,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5307-DZCVC,Customer 3120,South America,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1343-EHPYB,Customer 340,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2205-YMZZJ,Customer 2443,Asia-Pacific,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8808-ELEHO,Customer 4519,Asia-Pacific,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5380-WJKOV,Customer 39,Asia-Pacific,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4658-HCOHW,Customer 4595,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3793-MMFUH,Customer 1361,North America,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3500-RMZLT,Customer 5793,North America,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2684-EIWEO,Customer 729,North America,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9710-ZUSHQ,Customer 3252,South America,AT RISK,18.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9061-TIHDA,Customer 2168,South America,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7156-MHUGY,Customer 1772,South America,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8739-WWKDU,Customer 6968,South America,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6769-DYBQN,Customer 6208,South America,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7395-IGJOS,Customer 3176,South America,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4631-OACRM,Customer 5500,South America,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8000-REIQB,Customer 1996,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5385-SUIRI,Customer 6142,Europe,AT RISK,19.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3768-NLUBH,Customer 6718,Europe,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3398-FSHON,Customer 6626,Europe,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7599-FKVXZ,Customer 3474,Europe,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6861-XWTWQ,Customer 2632,South America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4088-YLDSU,Customer 4200,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0201-OAMXR,Customer 1307,Asia-Pacific,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3606-TWKGI,Customer 262,Europe,AT RISK,18.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0781-LKXBR,Customer 906,Europe,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8098-LLAZX,Customer 302,Europe,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9809-IMGCQ,Customer 1486,Europe,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6005-OBZPH,Customer 5410,Europe,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9488-HGMJH,Customer 3690,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4283-FUTGF,Customer 2687,Asia-Pacific,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9885-CSMWE,Customer 3311,Asia-Pacific,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9606-PBKBQ,Customer 1810,Europe,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9776-CLUJA,Customer 6418,Europe,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3999-QGRJH,Customer 2830,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2403-BCASL,Customer 3876,South America,AT RISK,16.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8988-ECPJR,Customer 5184,South America,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7207-RMRDB,Customer 636,South America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0812-WUPTB,Customer 3844,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2722-VOJQL,Customer 5415,Asia-Pacific,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9889-TMAHG,Customer 966,Europe,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6583-QGCSI,Customer 6994,Europe,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7317-GGVPB,Customer 3041,North America,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5440-FLBQG,Customer 2288,South America,AT RISK,17.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3791-LGQCY,Customer 4692,South America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8414-MYSHR,Customer 3468,South America,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4713-LZDRV,Customer 5040,South America,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3755-JBMNH,Customer 5503,Asia-Pacific,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5567-WSELE,Customer 5990,Europe,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9053-JZFKV,Customer 6290,Europe,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7576-OYWBN,Customer 2590,Europe,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6305-YLBMM,Customer 4685,North America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4550-VBOFE,Customer 2880,South America,AT RISK,19.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1075-BGWOH,Customer 5232,South America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0506-LVNGN,Customer 1440,South America,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7130-VTEWQ,Customer 4344,South America,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2889-FPWRM,Customer 4611,Asia-Pacific,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5013-SBUIH,Customer 2791,Asia-Pacific,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0947-MUGVO,Customer 863,Asia-Pacific,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7762-URZQH,Customer 5051,Asia-Pacific,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2398-YPMUR,Customer 5751,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1389-CXMLU,Customer 6682,Europe,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5192-EBGOV,Customer 586,Europe,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7825-ECJRF,Customer 209,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0324-BRPCJ,Customer 4084,South America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7240-FQLHE,Customer 6972,South America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9651-GTSAQ,Customer 1556,South America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0709-TVGUR,Customer 2796,South America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5276-KQWHG,Customer 4000,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7089-IVVAZ,Customer 2439,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0639-TSIQW,Customer 7035,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6496-SLWHQ,Customer 5934,Europe,AT RISK,18.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1363-TXLSL,Customer 5826,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0871-URUWO,Customer 6126,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6661-HBGWL,Customer 6545,North America,AT RISK,19.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1236-WFCDV,Customer 1041,North America,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2656-FMOKZ,Customer 177,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4187-CINZD,Customer 1260,South America,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2860-RANUS,Customer 3976,South America,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8020-BWHYL,Customer 5124,South America,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4566-GOLUK,Customer 1928,South America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3551-HUAZH,Customer 6439,Asia-Pacific,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2012-NWRPA,Customer 4518,Europe,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4554-YGZIH,Customer 630,Europe,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6595-YGXIT,Customer 6034,Europe,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3871-IKPYH,Customer 3918,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9317-WZPGV,Customer 6553,North America,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
7056-IMHCC,Customer 3412,South America,AT RISK,19.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8580-AECUZ,Customer 1652,South America,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9248-OJYKK,Customer 6624,South America,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2865-TCHJW,Customer 583,Asia-Pacific,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5389-FFVKB,Customer 6823,Asia-Pacific,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9101-BWFSS,Customer 831,Asia-Pacific,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9801-GDWGV,Customer 5631,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8111-SLLHI,Customer 1126,Europe,AT RISK,18.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8374-XGEJJ,Customer 3830,Europe,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5609-CEBID,Customer 506,Europe,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6345-ULYRW,Customer 5505,North America,AT RISK,23.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
2528-HFYZX,Customer 2225,North America,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4988-IQIGL,Customer 3496,South America,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
